path_id,initial_state,final_state,h_actions,h_path,h_cost,h_distance,h_time
51,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2103.1930547232027, 134.08970555714754, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.05236, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (2103.1413777989824, 130.93618197451826, 3.136770645994714, 0.12436955184096346, 0.20247368351604478, 0.04047209447300013, -0.05236, 0.19026745122925046, 16487.11567430429)]",16487.11567430429,0.06955340175920821,250.8147292137146
52,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2165.2191791558193, -658.4895446034093, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0)]",60.0,24.841575173006003,93.94358611106873
53,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2165.2060119129223, -266.85272850680803, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.0), (-0.03491, 0.0), (-0.03491, 0.0), (-0.10472, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (671.5082271885556, -95.97125917870846, 1.6790257017535481, 0.12237678485287022, -0.024388067807622735, -0.0017741947486080952, -0.03491, 0, 60.0), (1346.0027265105655, -175.2683488148086, 1.7786446380419474, 0.119965023447926, -0.042233418078315356, -0.00022749153559252066, -0.03491, 0, 120.0), (2021.5597150603821, -252.6292347126175, 1.791980412830661, 0.11967284425003108, -0.046126924587914744, -2.7706680679715502e-05, -0.03491, 0, 180.0), (2165.1660957156937, -266.79133775462674, 1.7963458132158554, 0.21459699628934586, -0.08553140345725391, -0.00761762243153655, -0.10472, 0.12684496748616697, 798.5047173551098)]",798.5047173551098,0.014888282109727986,645.5505907535553
54,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2278.4039045531736, 99.58438693983493, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.05236, 0.12684496748616697), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (2135.0105982313767, 106.2228269147941, 1.7254777206239982, 0.16068899837515693, 0.21372188610316709, -0.025128791290999018, -0.05236, 0.12684496748616697, 12330.0), (2278.3951814814122, 98.92740861270948, 1.4036542484724432, 0.174805284095024, 0.21236818916941153, 0.007939952121755883, -0.08727, 0, 12347.95766272893)]",12347.95766272893,0.014677686056002462,329.85693860054016
55,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1980.703946362992, -449.60789053591856, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (1980.6568046604848, -440.7811041915844, 2.393406315923507, 0.08715386615582535, -0.17404214897656184, -0.00023123383700455368, -0.01745, 0, 4779.8921747403465)]",4779.8921747403465,0.16289793578936157,151.87835240364075
56,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1944.7249939284823, -59.22227975850407, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.0), (-0.06981, 0.0), (-0.03491, 0.1585562093577087), (-0.08727, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (497.75280682810865, -49.725538360748125, 1.3046702752108372, 0.16434886474851018, 0.0688438748192099, -3.512977965317289e-05, -0.06981, 0, 60.0), (994.0876600582999, -93.5978912083636, 1.317125581862489, 0.1641082603253179, 0.036939092313923685, 0.00022323866555853727, -0.06981, 0, 120.0), (1857.1338228905547, -67.45813878792511, 1.9654421269079565, 0.14805487804757342, 0.28438133111114955, -0.03321340937268267, -0.03491, 0.1585562093577087, 3930.0), (1944.7113933967419, -60.57877259350766, 1.3992065053842604, 0.2116777037816, -0.5091252629296802, -0.00471205135399414, -0.08727, 0.1585562093577087, 4797.240941885357)]",4797.240941885357,0.027469599395325336,476.21165204048157
57,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2051.7708797798628, -648.1143032862788, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0)]",60.0,22.828100559662197,112.75002574920654
58,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2056.551268550629, -554.5242985023224, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,20.747613938374226,82.3191397190094
59,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2292.599314963107, 142.2231755400402, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.12684496748616697), (-0.03491, 0.19026745122925046), (-0.05236, 0.19026745122925046), (-0.03491, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (586.1911708525566, -39.831044807701716, 1.9485093186994917, 0.18004226753373806, 0.09881741812970195, -0.015749154926003532, -0.06981, 0.12684496748616697, 1980.0), (1465.2875405632947, 80.76627645510135, 2.082212861497634, 0.15453088294094544, 0.2987782955666687, -0.037012510569301105, -0.03491, 0.19026745122925046, 8520.0), (2169.5970236613457, 173.55855266107417, 1.5279985412378096, 0.1637708344368369, 0.5130460167556176, -0.03338441339577579, -0.05236, 0.19026745122925046, 15060.0), (2292.577729552133, 143.00629637467523, 2.22092867887808, 0.11102811506536987, -0.3167633613680428, 0.0061503765227078865, -0.03491, 0, 15075.003567747563)]",15075.003567747563,0.027102788711355782,258.5239586830139
60,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1955.6089072086882, -213.4695313542987, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.0), (-0.03491, 0.0), (-0.08727, 0.0), (-0.10472, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (671.5082271885556, -95.97125917870846, 1.6790257017535481, 0.12237678485287022, -0.024388067807622735, -0.0017741947486080952, -0.03491, 0, 60.0), (1346.0027265105655, -175.2683488148086, 1.7786446380419474, 0.119965023447926, -0.042233418078315356, -0.00022749153559252066, -0.03491, 0, 120.0), (1812.784447167066, -206.23509770862293, 1.1488396807446037, 0.18249211658401304, 0.1199695566194265, -0.0009188993132888727, -0.08727, 0, 180.0), (1955.6020726681454, -213.85694509089004, 1.225698890208732, 0.12140550454575945, 0.2707192784444619, 0.020415296677253076, -0.10472, 0.1585562093577087, 1290.4067232220725)]",1290.4067232220725,0.009593839077125663,601.7596821784973
61,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2201.831126961553, -55.65313203910465, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.12684496748616697), (-0.05236, 0.1585562093577087), (-0.08727, 0.0), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (833.0716676568869, -45.67743374917829, 1.9666412234859132, 0.14250569564628224, 0.16690159436579705, -0.028011123627065395, -0.03491, 0.12684496748616697, 1980.0), (1527.4245350720653, -0.3876871809480475, 1.7049336295831572, 0.16794309441956068, 0.1733693040073981, -0.03049288956139124, -0.05236, 0.1585562093577087, 5790.0), (1987.3677888783461, -31.056579422986204, 1.1189011644687419, 0.18405361448415108, 0.10230076387855207, -0.002156471127699319, -0.08727, 0, 5850.0), (2201.8298067666815, -56.63631854087767, 1.3656914823186235, 0.14784247853634244, 0.0933194753424863, -0.002712123546868548, -0.05236, 0, 5872.747958455561)]",5872.747958455561,0.019244388430825616,510.0142993927002
62,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2079.317544054522, -102.21653277300493, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.0), (-0.05236, 0.0), (-0.05236, 0.1585562093577087), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (497.75280682810865, -49.725538360748125, 1.3046702752108372, 0.16434886474851018, 0.0688438748192099, -3.512977965317289e-05, -0.06981, 0, 60.0), (1059.3357935531046, -106.67929351949965, 1.5092024397699872, 0.14372206498202397, -0.014759663742617607, 0.00032118979412880605, -0.05236, 0, 120.0), (1747.3563162859202, -82.09910838073837, 1.9794771007836252, 0.16915363709008568, -0.11262142140611132, -0.02749358038356604, -0.05236, 0.1585562093577087, 3930.0), (2079.2846860300565, -102.13238365649246, 1.3002451324361444, 0.19156573204556954, -0.015996520549279667, 0.008184276551590394, -0.10472, 0, 3973.340997383652)]",3973.340997383652,0.005966822356450902,577.2327127456665
63,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2165.7023851426816, -525.266123386689, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (2165.6978160736053, -478.94728728291506, 2.486936213816756, 0.08625138267680772, -0.15338181396546396, 0.00047917613417298294, -0.01745, 0, 4792.074843415523)]",4792.074843415523,0.8446011561268449,132.55509757995605
64,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2129.3009072860946, 71.16563933669879, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.05236, 0.19026745122925046), (-0.05236, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1551.6286086026128, 99.00243835167875, 1.0911279645804794, 0.17318456856909378, 0.4376935814276071, -0.03760820494172268, -0.05236, 0.19026745122925046, 10350.0), (2129.262118316822, 71.78414646709098, 1.4740610165003973, 0.06580827476531774, 0.3794751067627764, 0.019710284561226178, -0.05236, 0.12684496748616697, 12060.777768968524)]",12060.777768968524,0.015827288136090262,305.330584526062
65,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2094.5206588212263, 141.70145622562163, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.12684496748616697), (-0.03491, 0.19026745122925046), (-0.05236, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (586.1911708525566, -39.831044807701716, 1.9485093186994917, 0.18004226753373806, 0.09881741812970195, -0.015749154926003532, -0.06981, 0.12684496748616697, 1980.0), (1465.2875405632947, 80.76627645510135, 2.082212861497634, 0.15453088294094544, 0.2987782955666687, -0.037012510569301105, -0.03491, 0.19026745122925046, 8520.0), (2094.476571116037, 137.8095137617819, 2.438265741601945, 0.03610423932979359, 0.329193956795111, 0.024649174973594427, -0.05236, 0.19026745122925046, 14347.045112185839)]",14347.045112185839,0.07586265612293205,214.27766466140747
66,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2288.3084836641824, -402.0308600642685, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.05236, 0.0), (-0.0, 0.19026745122925046), (-0.03491, 0.1585562093577087), (-0.0, 0.0), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1317.9545125280074, -184.2192168806689, 1.1037152085636994, 0.16164404682947892, 0.10348781514369673, -0.009899153361537617, -0.05236, 0, 4758.385792436375), (1495.2583215808756, -367.2380013956099, 5.333593842444768, 0.11542964415702056, -1.0457915207931536, -0.05347173521946444, -0.0, 0.19026745122925046, 6299.92388805201), (1816.8385854315566, -351.6018987401114, 2.5786723385718546, 0.0005898486997939132, 1.0464037658529817, 0.045040124732091735, -0.03491, 0.1585562093577087, 7155.988266074684), (1885.339909063865, -368.31728476129825, 2.68845916711138, 0.029715448735936602, -1.047192234969848, -0.0031251875556181927, -0.0, 0, 7169.203203044477), (2288.2879916132383, -402.8453004008494, 0.8159864567249587, 0.22602910347669544, 0.34073329782082984, -0.025988832700341986, -0.08727, 0, 7214.489812098627)]",7214.489812098627,0.016334816923898238,576.8434047698975
67,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1954.8718485158902, -165.95710061942944, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.0), (-0.05236, 0.0), (-0.05236, 0.0), (-0.10472, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (450.92153228539496, -42.24148887658856, 1.1601439890567464, 0.18268815950870107, 0.05244247493540463, -0.0008517407951802834, -0.08727, 0, 60.0), (1013.129684508528, -102.9234690185262, 1.5332579014260475, 0.1430948695465931, -0.020041388999591885, 0.0008382675145747793, -0.05236, 0, 120.0), (1579.5922644703498, -155.63583146632956, 1.4921122153020951, 0.1441917953109992, 0.006788882799049478, -2.372540077162904e-05, -0.05236, 0, 180.0), (1954.8425309491163, -165.90448154666166, 1.1400775222267918, 0.27256315809017434, 0.35253001162664327, -0.03846266546814889, -0.10472, 0.1585562093577087, 3093.1562673432177)]",3093.1562673432177,0.007234215789658004,602.1382389068604
68,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2069.022913675629, -1.7794624585048022, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.08727, 0.0), (-0.06981, 0.1585562093577087), (-0.05236, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1323.9164009035346, -20.87805990340884, 1.0845737012179715, 0.18641935543534152, 0.02237540820836082, -0.004002334609152594, -0.08727, 0, 3870.0), (1924.9415787864552, -43.60572458969309, 2.352618831449982, 0.1938213317101704, 0.21606950751804269, -0.014836108597458268, -0.06981, 0.1585562093577087, 7680.0), (2068.996857620773, -1.9764699700871022, 1.2868808968315986, 0.0026922478147396872, 0.07462099544566421, 0.02076311389595373, -0.05236, 0.19026745122925046, 9161.390628716403)]",9161.390628716403,0.006504089510386165,405.8665301799774
69,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2100.0496904403476, 57.34865474007451, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.10472, 0.0), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (1909.5681470751704, 70.78748418855668, 1.3047243211848023, 0.19145917371918328, 0.10404067732251024, 0.008684583941240128, -0.10472, 0, 10410.0), (2100.019504712335, 56.98289033125719, 1.1314775268935695, 0.18350770135516306, 0.09965621946932234, -0.0016905022691230001, -0.08727, 0, 10435.38809165147)]",10435.38809165147,0.007425847818951127,335.1615972518921
70,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2044.971789592078, 21.6443657909525, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.05236, 0.0), (-0.05236, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1412.234328321485, -36.334307701060794, 1.411103456447263, 0.1466864252395877, -0.03960192701383198, -0.001954818194052077, -0.05236, 0, 3870.0), (2044.9614879671174, 20.674114466726703, 1.4262630779573464, 0.2143170896195961, -0.7779181390716849, -0.0468879676184291, -0.05236, 0.19026745122925046, 10220.224371680013)]",10220.224371680013,0.02405601880607505,400.38355803489685
71,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2055.865122889611, 86.87359890240116, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1728.8494748217322, 100.99946351828801, 2.5956970217148028, 0.15669388040869192, 0.36739955908007565, -0.03342528192241499, -0.03491, 0.19026745122925046, 10350.0), (2055.8608923383545, 85.02558893588566, 1.5321119702246877, 0.1912355964178186, -0.016236427089914653, 0.016092054078063384, -0.10472, 0, 10394.111630857053)]",10394.111630857053,0.035110258445582514,267.108989238739
72,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1950.9393718192784, -443.76588294149826, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.01745, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (1950.8618297596686, -436.0199518814868, 3.2724946001356043, 0.11666159921111578, -0.07186508109016018, -0.003004546318922874, -0.01745, 0.12684496748616697, 5278.6204709426775)]",5278.6204709426775,0.14714281876389237,151.058043718338
73,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2207.899107837185, -390.0319037015156, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.05236, 0.0), (-0.0, 0.19026745122925046), (-0.03491, 0.19026745122925046), (-0.0, 0.1585562093577087), (-0.03491, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1317.9545125280074, -184.2192168806689, 1.1037152085636994, 0.16164404682947892, 0.10348781514369673, -0.009899153361537617, -0.05236, 0, 4758.385792436375), (1495.2583215808756, -367.2380013956099, 5.333593842444768, 0.11542964415702056, -1.0457915207931536, -0.05347173521946444, -0.0, 0.19026745122925046, 6299.92388805201), (1810.9967797724805, -359.7748472722666, 3.395605821346261, -0.023593448625785014, 1.0460989523837088, 0.06390777499759212, -0.03491, 0.19026745122925046, 7613.834932212796), (1928.8579749721127, -334.77456513173877, 3.1194954778357045, 0.13919715722184142, -1.0466629284572242, -0.05868189092197815, -0.0, 0.1585562093577087, 8751.427891857607), (2207.889572200345, -389.31746296800105, 1.4489938443129458, 0.11602685548740503, 0.5355812255781162, -0.0027198592283425647, -0.03491, 0, 8768.025053516214)]",8768.025053516214,0.01825364126106905,567.6301765441895
74,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2165.788450377313, -17.77056218119768, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.12684496748616697), (-0.03491, 0.1585562093577087), (-0.06981, 0.0), (-0.08727, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (586.1911708525566, -39.831044807701716, 1.9485093186994917, 0.18004226753373806, 0.09881741812970195, -0.015749154926003532, -0.06981, 0.12684496748616697, 1980.0), (1443.662354822955, 11.38081784507533, 2.1919721465679163, 0.14975141160895672, 0.15168367703217464, -0.03167788211811544, -0.03491, 0.1585562093577087, 5790.0), (1949.4620781360409, -20.614974278181162, 1.4419035591917837, 0.16083944644140954, 0.012495710551861949, 0.0036273303873606425, -0.06981, 0, 5850.0), (2165.7804855698196, -17.063169922307384, 1.5796468668035628, 0.2717370842532996, 0.024237498644192973, -0.04056429850271081, -0.08727, 0.19026745122925046, 8475.229525093158)]",8475.229525093158,0.01694515133746995,458.68986678123474
