path_id,initial_state,final_state,h_actions,h_path,h_cost,h_distance,h_time
75,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2041.7642677114993, -350.2004404448085, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.01745, 0.0), (-0.03491, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1001.1161655550777, -111.51283198493454, 2.833315262227751, 0.013837371617328755, 1.0464031463797527, 0.04673391343999097, -0.03491, 0.19026745122925046, 6288.664076746214), (1813.2076185605974, -350.7255266018076, 2.54056839626701, 0.08445802962371117, -0.26079584690956964, 0.0010591308303817344, -0.01745, 0, 6348.664076746214), (2041.7322303104556, -348.5081050800005, 2.195509940081743, -0.014956226190830063, 0.2138330995397421, 0.03544948040121612, -0.03491, 0.12684496748616697, 6813.798461904385)]",6813.798461904385,0.037968041496464495,453.0546474456787
76,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1929.0243184745632, -296.10250666166604, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.12684496748616697), (-0.01745, 0.0), (-0.10472, 0.0), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (469.61221194701676, -41.033192492547165, 1.0378654378283587, 0.2115337839642765, -0.03848147333276296, -0.02794662005724917, -0.10472, 0.12684496748616697, 1980.0), (1354.6830533723462, -263.3254334012788, 2.5501801607413777, 0.08539008527634061, -0.17637049541159389, 0.0009878734915965354, -0.01745, 0, 2040.0), (1818.541151637922, -289.87655388061694, 1.3334858872060884, 0.19137506045669253, 0.04118520412448409, 0.009510278008498007, -0.10472, 0, 2100.0), (1928.9974621086953, -296.97760979730344, 1.185142552557771, 0.18182433333923487, 0.00033522544130845904, -0.00012170238239736805, -0.08727, 0, 2114.8513438515815)]",2114.8513438515815,0.016363284754367022,336.246214389801
77,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1999.0374790177286, -87.57090018836608, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.0), (-0.08727, 0.0), (-0.05236, 0.12684496748616697), (-0.06981, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (450.92153228539496, -42.24148887658856, 1.1601439890567464, 0.18268815950870107, 0.05244247493540463, -0.0008517407951802834, -0.08727, 0, 60.0), (901.8016470043832, -81.970692616841, 1.1804281089461488, 0.18180957473151885, 0.06272455799851744, -5.367417076049785e-05, -0.08727, 0, 120.0), (1567.8972601498874, -104.70769607424525, 1.810731052545437, 0.16135027220855722, -0.16959311244483574, -0.0244021922183549, -0.05236, 0.12684496748616697, 2100.0), (1999.0244701805204, -87.5030626981185, 1.3386592683536715, 0.2437505214296182, -0.258306444415635, -0.04496526263496342, -0.06981, 0.1585562093577087, 4887.495441211448)]",4887.495441211448,0.008182522696422225,490.7059178352356
78,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1968.3585134530924, -41.45044701809129, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.0), (-0.06981, 0.0), (-0.05236, 0.1585562093577087), (-0.05236, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (497.75280682810865, -49.725538360748125, 1.3046702752108372, 0.16434886474851018, 0.0688438748192099, -3.512977965317289e-05, -0.06981, 0, 60.0), (994.0876600582999, -93.5978912083636, 1.317125581862489, 0.1641082603253179, 0.036939092313923685, 0.00022323866555853727, -0.06981, 0, 120.0), (1671.5610406468732, -74.80605232688039, 1.885966299939035, 0.16766340595340973, -0.21934078242886423, -0.028499800989272614, -0.05236, 0.1585562093577087, 3930.0), (1968.357303262248, -40.309985096684244, 1.6510979556114416, 0.2253057961845862, -0.4074096230244522, -0.04778633994714747, -0.05236, 0.19026745122925046, 6829.522714659478)]",6829.522714659478,0.02519223561966205,435.5018427371979
79,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2206.0817387247143, -566.5323070694081, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,23.40881715484042,112.71912789344788
80,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2025.8263474712533, 186.8450810421627, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.03491, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (2025.8248907089794, 176.5665242996344, 2.4972603386616807, 0.03836760210876379, 0.14686896406685068, 0.008112878431540299, -0.03491, 0.19026745122925046, 14630.321890113375)]",14630.321890113375,0.18932343028349002,135.18917298316956
81,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2279.871956598801, 14.526855584691976, 1, 0, 0, 0, 0, 0, 0)","[(-0.05236, 0.12684496748616697), (-0.03491, 0.19026745122925046), (-0.05236, 0.0), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (660.969182514593, -29.707345614145495, 1.8335677563540949, 0.16057767699251144, -0.2231012980012716, -0.023939680197018632, -0.05236, 0.12684496748616697, 1980.0), (1544.5284466463158, 84.8016998677867, 1.4293060633117887, 0.1574107741913141, 0.3231935218020157, -0.04048119324860234, -0.03491, 0.19026745122925046, 8520.0), (2095.92561518713, 31.34194548864749, 1.4629499580597791, 0.14499716908229096, -0.036032185817859545, -0.0007395435050785634, -0.05236, 0, 8580.0), (2279.8653964706587, 13.9672576670219, 1.4505533294236597, 0.1454081648954272, 0.012881701538557973, -0.0009477405272264006, -0.05236, 0, 8599.299135812258)]",8599.299135812258,0.013179597351661519,484.1050498485565
82,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2218.1212971906693, 249.23304081064015, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.19026745122925046), (-0.03491, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (877.5186911551583, 51.854315116787724, 1.9475585143648064, 0.14026906213529283, 0.7235752792703016, -0.03459499982669661, -0.03491, 0.19026745122925046, 6540.0), (1372.605982757533, 97.45914802862632, 0.020788291073853125, 0.030218042933348996, 0.43207140753866197, 0.11325538379655817, -0.03491, 0.19026745122925046, 10928.691033061128)]",10928.691033061128,15.655822123885356,91.00405216217041
83,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2153.0758986128276, 3.704101167649351, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.0), (-0.05236, 0.12684496748616697), (-0.03491, 0.1585562093577087), (-0.06981, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (497.75280682810865, -49.725538360748125, 1.3046702752108372, 0.16434886474851018, 0.0688438748192099, -3.512977965317289e-05, -0.06981, 0, 60.0), (1166.8687828426657, -67.15751445033318, 1.7857386352230906, 0.16185701296704536, -0.12829864269488686, -0.02484643813567914, -0.05236, 0.12684496748616697, 2040.0), (2035.0726238992565, -19.207652920168865, 1.9083028969168734, 0.150459288204816, 0.14826018352548953, -0.0342683639579576, -0.03491, 0.1585562093577087, 5850.0), (2153.063065904908, 3.6066782823691876, 1.2295984155137827, 0.14989520899888822, 0.15461356752380828, 0.002006332207424592, -0.06981, 0.19026745122925046, 7172.207246491715)]",7172.207246491715,0.0054838643021085055,425.31200790405273
84,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2069.1823378460017, -341.8662268548148, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.05236, 0.0), (-0.0, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.0, 0.1585562093577087), (-0.08727, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1317.9545125280074, -184.2192168806689, 1.1037152085636994, 0.16164404682947892, 0.10348781514369673, -0.009899153361537617, -0.05236, 0, 4758.385792436375), (1486.1166641186314, -352.3706509894139, 4.912137381074317, 0.02462982761597535, -1.0470285023727626, -0.01571872531213909, -0.0, 0.1585562093577087, 5650.396416395782), (1808.3505448688804, -342.59758299849693, 3.1763793379890246, -0.00997051372061648, 1.0459623911556146, 0.05748750070683262, -0.03491, 0.19026745122925046, 7056.602711488147), (1904.4333388893097, -309.6896375328364, 2.599750143810607, 0.06707776995935788, -1.0471242645008556, -0.035317662272597694, -0.0, 0.1585562093577087, 8073.3679536985655), (2069.148951352511, -341.2880286785121, 2.1800755651019053, 0.17597535232032524, -0.45440750458615276, 0.02827555388191548, -0.08727, 0, 8091.982081978911)]",8091.982081978911,0.025458165788086094,487.00746273994446
85,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2094.586619843979, -557.4920804151207, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,21.42229999457087,112.06407809257507
86,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2183.3959084972344, 136.35795402382064, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.01745, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (2183.3734275075562, 126.21178671166591, 3.1653847086610454, 0.13352994184465528, 0.29287938796914004, -0.0019231394941589294, -0.01745, 0.19026745122925046, 14130.994212320622)]",14130.994212320622,0.18916468905168346,291.69371724128723
87,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2239.0570041343694, -336.4028775781718, 1, 0, 0, 0, 0, 0, 0)","[(-0.05236, 0.0), (-0.03491, 0.0), (-0.01745, 0.0), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (561.4139249225163, -64.9998882979332, 1.558153133019857, 0.1424741561285474, -0.030059796757202523, 0.0013609798321558627, -0.05236, 0, 60.0), (1236.1822595304309, -147.10113951761505, 1.760584331387687, 0.12036066647798513, -0.041200751104118374, -0.0005020316201423652, -0.03491, 0, 120.0), (2121.7873336379675, -332.54269309268864, 2.4731595499896395, 0.08629354173886532, -0.1654649475325132, 0.0003868011180721497, -0.01745, 0, 180.0), (2239.0135817263276, -337.1342296424904, 1.97437368467499, 0.19851342432108396, -0.17620299347317936, 0.029166680566231385, -0.10472, 0, 195.08919368905097)]",195.08919368905097,0.022592467126116934,433.48733854293823
88,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2243.6410839843434, -526.6466137429171, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (2243.586553929683, -493.21751339830087, 2.467709634555494, 0.08657308660359603, -0.14022045344602913, 0.0003166162849058966, -0.01745, 0, 4797.13628795687)]",4797.13628795687,0.6098396590978389,148.1521017551422
89,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2033.0106400584814, -26.053353725759546, 1, 0, 0, 0, 0, 0, 0)","[(-0.10472, 0.0), (-0.08727, 0.0), (-0.03491, 0.19026745122925046), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (426.19767611646404, -39.754465256402604, 1.1096236684379228, 0.19600204234090854, 0.09950772117627389, 0.0010797198922726523, -0.10472, 0, 60.0), (875.9658177999089, -79.98807839328101, 1.1706822836333053, 0.18216450350827748, 0.06654185818113535, -0.0003944728379539333, -0.08727, 0, 120.0), (1757.8558340956029, -8.92138497961175, 1.9153921078129876, 0.1436870226602392, 0.6378693241117482, -0.03553310316706038, -0.03491, 0.19026745122925046, 6660.0), (2032.997930811256, -26.50892579501967, 1.0740218203006688, 0.16537459042091016, -0.084382310967895, -0.011882697792949684, -0.05236, 0, 6690.725442004281)]",6690.725442004281,0.008593644837206855,431.0271170139313
90,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1980.8719968294608, -24.96415228211188, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.0), (-0.03491, 0.19026745122925046), (-0.10472, 0.0), (-0.10472, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (450.92153228539496, -42.24148887658856, 1.1601439890567464, 0.18268815950870107, 0.05244247493540463, -0.0008517407951802834, -0.08727, 0, 60.0), (1332.8493759444236, 28.351008027224164, 1.8937159150942413, 0.14338336648040997, 0.6423813152966769, -0.0355806613953897, -0.03491, 0.19026745122925046, 6600.0), (1776.4192113107517, -5.170411730300126, 1.1706927266043319, 0.19235881188885234, 0.21308696046049275, 0.004294365326227084, -0.10472, 0, 6660.0), (1980.862157622345, -25.783569436494403, 1.2492748713003257, 0.20817729040606553, -0.20696866926253554, -0.022509819789755532, -0.10472, 0.12684496748616697, 7567.192579085071)]",7567.192579085071,0.016151507113581397,386.2986762523651
91,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2169.595036105533, -516.732889541524, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.01745, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (2169.584693713995, -479.6854393551987, 2.4865976926677034, 0.0862616150993455, -0.15262258566366702, 0.0004757288015971418, -0.01745, 0, 4792.326964243241)]",4792.326964243241,0.6757399890379303,145.23873782157898
92,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2092.321670774422, -229.71532321872988, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.0), (-0.03491, 0.0), (-0.06981, 0.0), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (671.5082271885556, -95.97125917870846, 1.6790257017535481, 0.12237678485287022, -0.024388067807622735, -0.0017741947486080952, -0.03491, 0, 60.0), (1346.0027265105655, -175.2683488148086, 1.7786446380419474, 0.119965023447926, -0.042233418078315356, -0.00022749153559252066, -0.03491, 0, 120.0), (1846.4218058311553, -211.41181074935741, 1.3135553443551378, 0.16429223837815152, -0.006299314800104106, 6.243925187127601e-06, -0.06981, 0, 180.0), (2092.3171664331317, -229.731978643303, 1.0733905785704645, 0.2009519634684995, 0.14265867187718795, -0.002125166699983438, -0.10472, 0, 213.8840878458733)]",213.8840878458733,0.0031100391743304266,657.4719393253326
93,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2090.8962178492948, -3.1963755132782925, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.1585562093577087), (-0.05236, 0.1585562093577087), (-0.05236, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (860.120694073523, 7.601363352511649, 1.909494698458602, 0.14652460527815903, 0.36011784142912534, -0.033284211596317774, -0.03491, 0.1585562093577087, 3810.0), (1537.8750030735732, 52.31480971033582, 1.290652525383838, 0.17266517836753087, 0.19760122880490608, -0.03568211353439764, -0.05236, 0.1585562093577087, 7620.0), (2090.8744834655627, -3.7989272808891914, 1.4916645063898981, 0.1441816881947901, -0.026257282924929615, -8.063835158051893e-05, -0.05236, 0, 7679.562356299057)]",7679.562356299057,0.014267379954961785,436.4637544155121
94,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1999.7557481416638, -403.59819078546326, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.1585562093577087), (-0.0, 0.1585562093577087), (-0.01745, 0.0), (-0.10472, 0.0)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (538.0867454671285, -12.73371881861552, 1.245720432145501, 0.18251150415991252, 0.5852655785513657, -0.024109300255904853, -0.08727, 0.1585562093577087, 3810.0), (664.1168295342594, -120.8160843462541, 4.233414351027833, 0.08252504091770126, -1.0465154883279784, -0.039127268487731764, -0.0, 0.1585562093577087, 4698.385792436375), (1666.1876450024488, -390.35716886999035, 2.514521751135092, 0.0864120038839955, -0.0854918654815069, 0.0006369769094119367, -0.01745, 0, 4758.385792436375), (1999.7221676535044, -405.13017831313346, 1.3972881188803727, 0.18921001571140608, -0.14390216420886068, 0.011629887413682016, -0.10472, 0, 4801.679219852533)]",4801.679219852533,0.02902845233881942,344.990327835083
95,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2172.367671031429, -612.0658804625956, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (874.5144151462928, -220.33154424258512, 2.544785282924183, 0.08537061359454402, -0.18356803095166938, 0.0009570234662291785, -0.01745, 0, 60.0), (978.0973283528589, -189.93543798743005, 0.0014085194868490017, 0.1649827518588376, 0.38343622658622667, 0.07966340266609599, -0.08727, 0.12684496748616697, 487.61595179576625)]",487.61595179576625,23.08523137256687,82.5028235912323
96,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2173.1157329150315, 159.08190769534582, 1, 0, 0, 0, 0, 0, 0)","[(-0.06981, 0.1585562093577087), (-0.03491, 0.19026745122925046), (-0.03491, 0.1585562093577087)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (593.8995794736228, -31.9662168937712, 2.512666340138712, 0.19803760106230234, 0.1632190228704248, -0.012479377088171553, -0.06981, 0.1585562093577087, 3810.0), (1452.4391200757825, 96.06644953542731, 2.4396730093652965, 0.1588156506072023, 0.08401435972093436, -0.03533575785610161, -0.03491, 0.19026745122925046, 10350.0), (2173.0935712096266, 155.26950172260374, 2.1802499795292536, 0.21743967977272757, 0.08724764867367542, -0.049822469453512465, -0.03491, 0.1585562093577087, 13581.839372076429)]",13581.839372076429,0.07281151104542392,206.42633748054504
97,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2044.1596420687388, -201.10425185352682, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.12684496748616697), (-0.01745, 0.0), (-0.06981, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (833.0716676568869, -45.67743374917829, 1.9666412234859132, 0.14250569564628224, 0.16690159436579705, -0.028011123627065395, -0.03491, 0.12684496748616697, 1980.0), (1698.8403465039464, -217.07331260000893, 2.4324196432358316, 0.08666333682134607, -0.17541786366909395, 8.100494749100125e-05, -0.01745, 0, 2040.0), (2044.1469720010766, -201.24302985078947, 0.9230801473168188, 0.13546454058116505, 0.368378738463133, -0.0019482318638915012, -0.06981, 0.12684496748616697, 3174.65789265044)]",3174.65789265044,0.007281250587224,628.2116885185242
98,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2251.0620933589344, -212.44196128399557, 1, 0, 0, 0, 0, 0, 0)","[(-0.03491, 0.0), (-0.06981, 0.0), (-0.08727, 0.0), (-0.08727, 0.0), (-0.10472, 0.19026745122925046)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (671.5082271885556, -95.97125917870846, 1.6790257017535481, 0.12237678485287022, -0.024388067807622735, -0.0017741947486080952, -0.03491, 0, 60.0), (1170.4953841491918, -133.47993359651, 1.3063005307374977, 0.16454070944536955, 0.0031229293317317055, -0.00018642188466809386, -0.06981, 0, 120.0), (1622.8089197604002, -171.42581073807278, 1.2012036902600478, 0.18104232549935345, 0.06250387026473186, 0.0006980208036372771, -0.08727, 0, 180.0), (2073.497152360161, -210.51176888474254, 1.184011688099897, 0.18165018489812793, 0.06602855000731656, 9.209205756707212e-05, -0.08727, 0, 240.0), (2251.050228794872, -212.78321596483366, 1.0421447560759007, 0.23461211869257426, 0.04312757471814179, -0.009564393224201908, -0.10472, 0.19026745122925046, 2657.8244668199472)]",2657.8244668199472,0.006394622756811538,652.9893989562988
99,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2128.3832489642123, -133.3968437519782, 1, 0, 0, 0, 0, 0, 0)","[(-0.08727, 0.0), (-0.08727, 0.0), (-0.06981, 0.1585562093577087), (-0.10472, 0.0), (-0.08727, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (450.92153228539496, -42.24148887658856, 1.1601439890567464, 0.18268815950870107, 0.05244247493540463, -0.0008517407951802834, -0.08727, 0, 60.0), (901.8016470043832, -81.970692616841, 1.1804281089461488, 0.18180957473151885, 0.06272455799851744, -5.367417076049785e-05, -0.08727, 0, 120.0), (1502.3404138762219, -95.40406527359463, 2.215679622650731, 0.1914570215276537, 0.15867160480277553, -0.017108352079526736, -0.06981, 0.1585562093577087, 3930.0), (1955.7463833590587, -121.96563679464744, 1.2423252648510112, 0.19199189604179104, 0.1425001425175745, 0.006578359756370026, -0.10472, 0, 3990.0), (2128.362263351981, -132.9304133234426, 1.3056642423784686, 0.2584369958207875, 0.2320766072641717, -0.03208748854028324, -0.08727, 0.12684496748616697, 4641.784666613811)]",4641.784666613811,0.011255546009818243,649.8325836658478
100,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1952.5001994097288, -235.55011933999745, 1, 0, 0, 0, 0, 0, 0)","[(-0.01745, 0.12684496748616697), (-0.08727, 0.0), (-0.05236, 0.12684496748616697)]","[(0, 0, 1, 0, 0, 0, -0.05236, 0, 0), (1105.9299773859889, -198.7360679563873, 3.2147323348104746, 0.11670376432220936, -0.18195425561098663, -0.024869994059488768, -0.01745, 0.12684496748616697, 1980.0), (1602.5723681660402, -209.7688235765743, 0.9458740898865807, 0.21232941308272932, 0.13108470458907767, -0.01838991218084147, -0.08727, 0, 2040.0), (1952.470252039494, -236.45106447319935, 1.785389639379236, 0.07880334048613406, -0.26673778593617786, 0.02320222498044939, -0.05236, 0.12684496748616697, 3133.3719178625224)]",3133.3719178625224,0.022345651284250905,594.9198994636536
